,Tweet Created At,Tweet Text,Tweet Link,code_clasif,class,lecture_name,date,hour,classroom
2276,2018-10-15 03:22:52,ECMU Pengantar Manajemen Sains C dosen Nurmala kuliah PENGGANTI akan diberikan hari Senin 15/10 jam 17.00 R. A.108,twitter.com/i/web/status/1051674740887154688,ECMU,Pengantar Manajemen Sains C,Nurmala,Senin 15/10,17.00,A.108
2277,2018-10-15 02:40:28,ECAU Investasi dan Pasar Modal dosen Darminto kuliah PENGGANTI akan diberikan hari Selasa 16/10 jam 08.00 R. A.211,twitter.com/i/web/status/1051664070762422273,ECAU,Investasi dan Pasar Modal,Darminto,Selasa 16/10,08.00,A.211
2278,2018-10-15 02:33:05,ECEU Analisis Projek Publik dosen Rima Prima Artha kuliah PENGGANTI akan diberikan hari Kamis 18/10 jam 11.00 R. A.106,twitter.com/i/web/status/1051662216083136512,ECEU,Analisis Projek Publik,Rima Prima Artha,Kamis 18/10,11.00,A.106
2279,2018-10-15 02:32:10,ECEU Mikroekonomi 1 dosen Widyanti Soetjipto kuliah PENGGANTI akan diberikan hari Kamis 18/10 jam 14.00 R. A.102,twitter.com/i/web/status/1051661985492787200,ECEU,Mikroekonomi 1,Widyanti Soetjipto,Kamis 18/10,14.00,A.102
2280,2018-10-15 02:31:09,ECEU Mikroekonomi 1 dosen Iwan Jaya Azis kuliah PENGGANTI akan diberikan hari Rabu 17/10 31/10 7/11 14/11 jam 16.30 R. A.101,twitter.com/i/web/status/1051661729115996160,ECEU,Mikroekonomi 1,Iwan Jaya Azis,Rabu 17/10 31/10 7/11 14/11,16.30,A.101
2281,2018-10-15 02:29:16,ECIE Kewirausahaan Islam dosen Anya Safira kuliah PENGGANTI akan diberikan hari Selasa 16/10 jam 08.00 R. B.104,twitter.com/i/web/status/1051661253347700736,ECIE,Kewirausahaan Islam,Anya Safira,Selasa 16/10,08.00,B.104
2282,2018-10-15 02:27:48,ECEU Mikroekonomi dosen Tezza Napitupulu kuliah PENGGANTI akan diberikan hari Senin 15/10 jam 17.00 R. A.113,twitter.com/i/web/status/1051660883879911426,ECEU,Mikroekonomi,Tezza Napitupulu,Senin 15/10,17.00,A.113
2283,2018-10-15 02:26:07,ECIE Fiqh Muamalah dosen Wisam Rohilina kuliah pengganti akan diberikan hari Senin 15/10 jam 14.00 R. B.108,twitter.com/i/web/status/1051660460146053127,ECIE,Fiqh Muamalah,Wisam Rohilina,Senin 15/10,14.00,B.108
2284,2018-10-12 09:33:31,ECIE Statek dosen Nanda Nurrizdki Kuliah Pengganti akan diberikan Hari Sabtu13/10 Jam 11 Ruang A.105,twitter.com/i/web/status/1050680854890967040,ECIE,Statek,Nanda Nurrizdki,Sabtu13/10,11,A.105
2285,2018-10-12 08:36:37,ECAU Pengauditan dan Asurans dosen NUr Aulia Rahmah kuliah PENGGANTI akan diberikan hari Senin 15/10 jam 11.00 R. A.110,twitter.com/i/web/status/1050666536954814464,ECAU,Pengauditan dan Asurans,NUr Aulia Rahmah,Senin 15/10,11.00,A.110
2286,2018-10-12 08:31:13,ECFE MPKT A dosen Heru Sudarisman kuliah PENGGANTI akan diberikan hari Selasa 16/10 jam 08.00 R. A.309,twitter.com/i/web/status/1050665180009385985,ECFE,MPKT A,Heru Sudarisman,Selasa 16/10,08.00,A.309
2287,2018-10-12 08:30:07,ECFE MPKT K dosen Nayunda Andhika Sari kuliah PENGGANTI akan diberikan hari Selasa 16/10 jam 08.00 R. A.312,twitter.com/i/web/status/1050664902073806853,ECFE,MPKT K,Nayunda Andhika Sari,Selasa 16/10,08.00,A.312
2288,2018-10-12 07:07:22,ECEU Ekonomi Internasional dosen Jose Rizl kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 09.00 R. A.109,twitter.com/i/web/status/1050644078461767680,ECEU,Ekonomi Internasional,Jose Rizl,Sabtu 13/10,09.00,A.109
2289,2018-10-12 07:06:18,ECMU Metode Riset Bisnis dosen Viverita kuliah PENGGANTI akan diberikan hari Senin 15/10 jam 08.00 R. A.318,twitter.com/i/web/status/1050643807308398592,ECMU,Metode Riset Bisnis,Viverita,Senin 15/10,08.00,A.318
2290,2018-10-12 07:02:08,ECEU Pengantar Ekonometrika dosen Sartika Djamaluddin kuliah PENGGANTI akan diberikan hari Senin 15/10 jam 11.00 R. A.101,twitter.com/i/web/status/1050642759663505408,ECEU,Pengantar Ekonometrika,Sartika Djamaluddin,Senin 15/10,11.00,A.101
2291,2018-10-12 06:58:25,ECIE Ushul Fiqh C dosen Imam Wahyudi kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 08.00 R. A.108,twitter.com/i/web/status/1050641825130676224,ECIE,Ushul Fiqh C,Imam Wahyudi,Sabtu 13/10,08.00,A.108
2292,2018-10-12 04:16:50,ECFE MPKT A dosen Suroso kuliah TAMBAHAN akan diberikan hari Selasa 16/10 jam 08.00 R. A.106,twitter.com/i/web/status/1050601159210061824,ECFE,MPKT A,Suroso,Selasa 16/10,08.00,A.106
2293,2018-10-12 04:08:49,ECAU Pengantar Akuntansi dosen Elot Tresnaningsih kuliah TAMBAHAN akan diberikan hari Jumat 13/10 jam 14.00 R. A.109,twitter.com/i/web/status/1050599144476180480,ECAU,Pengantar Akuntansi,Elot Tresnaningsih,Jumat 13/10,14.00,A.109
2294,2018-10-12 03:50:55,ECIE Ekonomi Keuangan Islam dosen Ahmad Mikall kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 09.00 R. A.107,twitter.com/i/web/status/1050594636614459392,ECIE,Ekonomi Keuangan Islam,Ahmad Mikall,Sabtu 13/10,09.00,A.107
2295,2018-10-12 03:15:33,ECEU Metode Penelitian dosen Uka Wikarya kuliah hari Jumat 12/10 DITIADAKAN diganti hari Sabtu 13/10 jam 09.00 R. A.110,twitter.com/i/web/status/1050585738327146496,ECEU,Metode Penelitian,Uka Wikarya,Jumat 12/10 DITIADAKAN diganti,,
2297,2018-10-11 08:37:23,ECEU Makroekonomi 2 dosen Prani Sastiono kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 09.00  2 sesi R. A.104,twitter.com/i/web/status/1050304342522122241,ECEU,Makroekonomi 2,Prani Sastiono,Sabtu 13/10,09.00  2 sesi,A.104
2298,2018-10-11 08:35:49,ECAU Matekbis dosen Nanda Nurizdki kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 08.00 R. A.105,twitter.com/i/web/status/1050303947506774016,ECAU,Matekbis,Nanda Nurizdki,Sabtu 13/10,08.00,A.105
2303,2018-10-11 07:18:40,ECMU Manajemen Keuangan dosen Viverita / Dony A. Chalid kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 08.00 R. A.111,twitter.com/i/web/status/1050284532375597057,ECMU,Manajemen Keuangan,Viverita / Dony A. Chalid,Sabtu 13/10,08.00,A.111
2305,2018-10-11 07:08:11,ECAU Audit Keuangan Negara dosen Jarot Sembodo / Irmansyah kuliah PENGGANTI akan diberikan hari Jumat 12/10 jam 13.00 R. A.110,twitter.com/i/web/status/1050281895324344321,ECAU,Audit Keuangan Negara,Jarot Sembodo / Irmansyah,Jumat 12/10,13.00,A.110
2306,2018-10-11 07:06:15,ECAU Analitik Bisnis A dosen Panggah Tri Wicaksono kuliah PENGGANTI akan diberikan hari Jumat 12/10 jam 08.00 R. A.109,twitter.com/i/web/status/1050281408206270466,ECAU,Analitik Bisnis A,Panggah Tri Wicaksono,Jumat 12/10,08.00,A.109
2307,2018-10-11 06:51:18,ECMU MRB dosen M. Budi P Kuliah Hari Kamis11/10 DITIADAKAN,twitter.com/i/web/status/1050277644032299011,ECMU,MRB,M. Budi P,Kamis11/10 DITIADAKAN,,
2309,2018-10-11 03:20:06,ECEU matematika Ekonomi 1 dosen Nachrowi kuliah TAMBAHAN akan diberikan hari Senin 15/10 jam 08.00 R. A.113,twitter.com/i/web/status/1050224496668377088,ECEU,matematika Ekonomi 1,Nachrowi,Senin 15/10,08.00,A.113
2312,2018-10-11 02:03:23,ECMU Pengantar Bisnis M dosen Toto Pranoto kuliah PENGGANTI akan diberikan hari Kamis 11/10 jam 11.00 R. B.103,twitter.com/i/web/status/1050205187678162944,ECMU,Pengantar Bisnis M,Toto Pranoto,Kamis 11/10,11.00,B.103
2313,2018-10-10 08:47:36,ECIE Sejarah Sistem Ekonomi Indonesia dosen Femmy Roeslan kuliah PENGGANTI akan diberikan hari Senin 15/10 jam 14.00 R. B.107,twitter.com/i/web/status/1049944525123117056,ECIE,Sejarah Sistem Ekonomi Indonesia,Femmy Roeslan,Senin 15/10,14.00,B.107
2316,2018-10-10 06:52:27,ECAU Akuntansi Keuangan 1 F dosen Dini Marina kuliah hari Senin 15/10 DITIADAKAN,twitter.com/i/web/status/1049915548400799744,ECAU,Akuntansi Keuangan 1 F,Dini Marina,Senin 15/10 DITIADAKAN,,
2317,2018-10-10 06:51:22,ECEU Ekonomi Pembangunan dosen Padang Wicaksono kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 08.00 R. A.113,twitter.com/i/web/status/1049915274743504896,ECEU,Ekonomi Pembangunan,Padang Wicaksono,Sabtu 13/10,08.00,A.113
2318,2018-10-10 06:50:31,ECEU Matematika Ekonomi dan Bisnis dosen Sartika Djamaluddin kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 09.00 R. A.112,twitter.com/i/web/status/1049915058573197317,ECEU,Matematika Ekonomi dan Bisnis,Sartika Djamaluddin,Sabtu 13/10,09.00,A.112
2319,2018-10-10 03:58:58,ECEU Pengantar Ekonomi 1 dosen Femmy Roeslan kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 11.00 R. A.101,twitter.com/i/web/status/1049871887352950784,ECEU,Pengantar Ekonomi 1,Femmy Roeslan,Sabtu 13/10,11.00,A.101
2321,2018-10-10 03:14:47,ECIE Ekonomi Pembangunan Islam Lanjutan dosen Berly Martawardaya kuliah pengganti akan diberikan hari Jumat 16/10 jam 11.00 R. A.111,twitter.com/i/web/status/1049860770110959616,ECIE,Ekonomi Pembangunan Islam Lanjutan,Berly Martawardaya,Jumat 16/10,11.00,A.111
2322,2018-10-10 03:11:19,ECMU SPPO dosen Rizqiah Insanita kuliah PENGGANTI akan diberikan hari Jumat 12/10 jam 13.00 R. A.204,twitter.com/i/web/status/1049859898677256192,ECMU,SPPO,Rizqiah Insanita,Jumat 12/10,13.00,A.204
2324,2018-10-10 03:08:57,ECMU Teori Keuangan dosen Hendro Prabowo kuliah PENGGANTI akan diberikan hari Kamis 11/10 jam 14.00 R. A.211,twitter.com/i/web/status/1049859302368849920,ECMU,Teori Keuangan,Hendro Prabowo,Kamis 11/10,14.00,A.211
2325,2018-10-10 03:08:07,ECEU Matekbis dosen Niniek L. Gyat kuliah PENGGANTI akan diberikan hari Kamis 11/10 jam 14.00 R. A.212,twitter.com/i/web/status/1049859090770354176,ECEU,Matekbis,Niniek L. Gyat,Kamis 11/10,14.00,A.212
2326,2018-10-10 03:07:03,ECAU Audit Sistem Informasi dosen Isnaeni Achadiat kuliah PENGGANTI akan diberikan hari Rabu 10/10 jam 11.00 R. A.209,twitter.com/i/web/status/1049858822116765697,ECAU,Audit Sistem Informasi,Isnaeni Achadiat,Rabu 10/10,11.00,A.209
2332,2018-10-09 08:30:14,ECMU Manajemen Keuangan L dosen Hendro Prabowo / Zuliani Dalimunthe kuliah PENGGANTI akan diberikan hari Kamis 11/10 jam 11.00 R. A.102,twitter.com/i/web/status/1049577767589699584,ECMU,Manajemen Keuangan L,Hendro Prabowo / Zuliani Dalimunthe,Kamis 11/10,11.00,A.102
2333,2018-10-09 08:24:56,ECIE Pengantar Experimental Aconomic dosen Chaikal Nuryakin kuliah PENGGANTI akan diberikan hari Jumat 12/10 jam 14.00 R. A.110,twitter.com/i/web/status/1049576434979692544,ECIE,Pengantar Experimental Aconomic,Chaikal Nuryakin,Jumat 12/10,14.00,A.110
2334,2018-10-09 08:22:28,ECMU Manajemen Keuangan K dosen Darwin Z. Saleh / Wardatul A. kuliah PENGGANTI akan diberikan hari Jumat 12/10 jam 16.30 R. A.101,twitter.com/i/web/status/1049575810816864256,ECMU,Manajemen Keuangan K,Darwin Z. Saleh / Wardatul A.,Jumat 12/10,16.30,A.101
2335,2018-10-09 07:05:34,ECAU Sistenm Informasi Akuntansi D kuliah PENGGANTI akan diberikan hari Rabu 10/10 jam 16.30 R. A.101,twitter.com/i/web/status/1049556460324106241,ECAU,Sistenm Informasi Akuntansi D,,Rabu 10/10,16.30,A.101
2336,2018-10-09 07:03:36,ECAU Tatakelola Perusahaan dosen Ratna Wardhani / Hilda Rosieta kuliah PENGGANTI akan diberikan hari Jumat 12/10 jam14.00 R. A.103,twitter.com/i/web/status/1049555964968353797,ECAU,Tatakelola Perusahaan,Ratna Wardhani / Hilda Rosieta,Jumat 12/10,14.00,A.103
2337,2018-10-09 07:02:29,ECAU Audit Keuangan Negara dosen Jarot Sembodo kuliah PENGGANTI akan diberikan hari Jumat 12/10 jam 08.00 R. A.112,twitter.com/i/web/status/1049555685283778560,ECAU,Audit Keuangan Negara,Jarot Sembodo,Jumat 12/10,08.00,A.112
2338,2018-10-09 07:01:33,ECMU Pengnatar Hukum Bisnis G dosen Anas Luthfi kuliah PENGGANTI akan diberikan hari Kamis 11/10 jam 14.00 R. A.102,twitter.com/i/web/status/1049555447227678720,ECMU,Pengnatar Hukum Bisnis G,Anas Luthfi,Kamis 11/10,14.00,A.102
2339,2018-10-09 07:00:29,ECMU Pasar dan Lembaga Keuangan dosen Roswita NIla Kurnia / Shalahuddin Haikal kuliah PENGGANTI akan diberikan hari Sabtu 13/10 jam 09.00 R. A.103,twitter.com/i/web/status/1049555182579736577,ECMU,Pasar dan Lembaga Keuangan,Roswita NIla Kurnia / Shalahuddin Haikal,Sabtu 13/10,09.00,A.103
2341,2018-10-09 04:27:58,ECEU Pengantar Ekonomi 1 dosen Femmy Roeslan kuliah hari Selasa 8/10 DITIADAKAN,twitter.com/i/web/status/1049516797471289344,ECEU,Pengantar Ekonomi 1,Femmy Roeslan,Selasa 8/10 DITIADAKAN,,
2348,2018-10-08 07:35:43,ECMU Pengantar Manajemen Operasi C dosen Anis Wahyu INtan Maris kuliah PENGGANTI akan diberikan hari Rabu 10/10 jam 08.00 R. A.107,twitter.com/i/web/status/1049201658452791296,ECMU,Pengantar Manajemen Operasi C,Anis Wahyu INtan Maris,Rabu 10/10,08.00,A.107
2350,2018-10-08 04:20:14,ECEU Ekonometrika TS dosen Mahjus Ekananda kuliah pengganti akan diberikan hari Jumat 12/10 jam 14.00 R. A.101,twitter.com/i/web/status/1049152463377330176,ECEU,Ekonometrika TS,Mahjus Ekananda,Jumat 12/10,14.00,A.101
2351,2018-10-08 04:18:06,ECAU Metode Penelitian Akuntansi E dosen Viska Anggraita kuliah PENGGANTI akan diberikanhari Kamis 11/10 jam 11.00 R. A.106,twitter.com/i/web/status/1049151925730476033,ECAU,Metode Penelitian Akuntansi E,Viska Anggraita,Kamis 11/10,11.00,A.106
2352,2018-10-08 04:15:30,ECEU Perpajakan Internasional dosen Cristine / Muslimin kuliah PENGGANTI akan diberikan hari Kamis 11/10 jam 08.00 R. A.104,twitter.com/i/web/status/1049151272182378496,ECEU,Perpajakan Internasional,Cristine / Muslimin,Kamis 11/10,08.00,A.104
2353,2018-10-08 04:11:09,ECIE Makroekonomi Islam A dosen Dhaniel ILyas kuliah PENGGANTI akan diberikan hari Rabu 10/10 jam 16.30 R. A.108,twitter.com/i/web/status/1049150177305448448,ECIE,Makroekonomi Islam A,Dhaniel ILyas,Rabu 10/10,16.30,A.108
2354,2018-10-08 04:07:28,ECAU Akuntansi Keuangan Lanjutan dosen Widhi Astono / Nurul Husnah kuliah PENGGANTI akan diberikan hari Selasa 9/10 jam 14.00 R. A.103,twitter.com/i/web/status/1049149250137804800,ECAU,Akuntansi Keuangan Lanjutan,Widhi Astono / Nurul Husnah,Selasa 9/10,14.00,A.103
2355,2018-10-08 04:02:07,"ECEU Ekonomi Internasional dosen Fithra Faisal kuliah hari Senin 8/10 DITIADAKAN diganti hari Selasa 9/10 jam 16.30 R. A.110

a.110",twitter.com/i/web/status/1049147904558940162,ECEU,Ekonomi Internasional,Fithra Faisal,Senin 8/10 DITIADAKAN diganti,,
2356,2018-10-08 03:57:52,ECEU Pengantar Ekonomi 1 dosen Sulastri Sumarno kuliah PENGGANTI akan diberikan hari Rabu 10/10 jam 11.00 R. PGN,twitter.com/i/web/status/1049146834277433344,ECEU,Pengantar Ekonomi 1,Sulastri Sumarno,Rabu 10/10,11.00,PGN
2357,2018-10-08 03:33:30,ECFE MPKT A dosen Asmanedi kuliah PENGGANTI akan diberikan hari Jumat 12/10 jam 08.00 R. B.103,twitter.com/i/web/status/1049140703765323776,ECFE,MPKT A,Asmanedi,Jumat 12/10,08.00,B.103
2358,2018-10-08 03:31:45,ECMU Manajemen Risiko Asuransi dosen Dewi Hanggraeni kuliah akan diberikan hari Selasa 9/10 jam 10.00 2 sesi R. Dept Ema,twitter.com/i/web/status/1049140262037905408,ECMU,Manajemen Risiko Asuransi,Dewi Hanggraeni,Selasa 9/10,10.00 2 sesi,Dept Ema
2359,2018-10-08 03:25:56,ECAU Manajemen Perpajakan dosen TB. Chairul Amachi kuliah PENgganti akan diberikan hari Kamis 11/10 jam 08.00 R. A.102,twitter.com/i/web/status/1049138801317036032,ECAU,Manajemen Perpajakan,TB. Chairul Amachi,Kamis 11/10,08.00,A.102
2360,2018-10-08 03:24:44,ECMU Bisnis Digital dosen Teguh Iman Maulana kuliah PENGGANTI akan diberikan hari Selasa 9/10 jam 16.30 R. A.101,twitter.com/i/web/status/1049138497221578758,ECMU,Bisnis Digital,Teguh Iman Maulana,Selasa 9/10,16.30,A.101
2363,2018-10-05 08:25:38,ECIE Ushul Fiqh C dosen Imam Wahyudi kuliah PENGGANTI akan diberikan hari Sabtu 6/10 jam 08.00 2sesi R. A.107,twitter.com/i/web/status/1048127059036266496,ECIE,Ushul Fiqh C,Imam Wahyudi,Sabtu 6/10,08.00 2sesi,A.107
2364,2018-10-05 06:42:58,ECEU Matematika Ekonomi 1 dosen Prani Sastiono kuliah PENGGANTI akan diberikan hari Sabtu 6/10 jam 8.30 2 sesi R. A.110,twitter.com/i/web/status/1048101221402271744,ECEU,Matematika Ekonomi 1,Prani Sastiono,Sabtu 6/10,8.30 2 sesi,A.110
2365,2018-10-05 02:59:13,ECFE AEB dosen Irfani Fithria kuliah PENGGANTI akan diberikan hari Selasa 9/10 jam 16.30 R. A.204 terusan,twitter.com/i/web/status/1048044912833265665,ECFE,AEB,Irfani Fithria,Selasa 9/10,16.30,san
2366,2018-10-05 02:56:22,ECAU Perpajakan 2 dosen Panggah W / Eko Warsitosunu kuliah PENGGANTI akan diberikan hari Selasa 9/10 jam 14.00 R. A.212,twitter.com/i/web/status/1048044195020075009,ECAU,Perpajakan 2,Panggah W / Eko Warsitosunu,Selasa 9/10,14.00,A.212
2368,2018-10-05 02:45:22,ECAU Audit Keuangan Negara dosen Jarot Sembodo / Irmansyah kuliah PENGGANTI akan diberikan hari JUmat 5/10 jam 14.00 R. A.102,twitter.com/i/web/status/1048041426800394241,ECAU,Audit Keuangan Negara,Jarot Sembodo / Irmansyah,JUmat 5/10,14.00,A.102
2369,2018-10-05 02:44:15,ECAU Pengauditan dan Asurandosen L. Sensi / Aria F. kuliah hari JUmat 5/10 DITIADAKAN diganti hari Senin 8/10 jam 11.00 R. A.110,twitter.com/i/web/status/1048041147841433600,ECAU,Pengauditan dan Asura,L. Sensi / Aria F.,JUmat 5/10 DITIADAKAN diganti,,
2372,2018-10-04 08:49:50,ECAU Perpajakan 2 dosen Dian Nastiti /Bernard Tidayaho kuliah PENGGANTI akan diberikan hari JUmat 4/10 jam 14.00 R. A.104,twitter.com/i/web/status/1047770759387467776,ECAU,Perpajakan 2,Dian Nastiti /Bernard Tidayaho,JUmat 4/10,14.00,A.104
2373,2018-10-04 08:48:41,ECMU Praktikum Riset Bisnis dosen Tengku Ezni B. kuliah pengganti akan diberikan hari Senin 8/10 jam 14.00 R. A.209,twitter.com/i/web/status/1047770471654088705,ECMU,Praktikum Riset Bisnis,Tengku Ezni B.,Senin 8/10,14.00,A.209
2377,2018-10-04 06:43:36,ECAU Akuntansi Keuangan Lanjutan I dosen Taufik Hidayat kuliah PENGGANTI akan diberikan hari Senin 8/10 jam 16.30 R. A.108,twitter.com/i/web/status/1047738992941137921,ECAU,Akuntansi Keuangan Lanjutan I,Taufik Hidayat,Senin 8/10,16.30,A.108
2378,2018-10-04 06:42:05,ECAU Analitik Bisnis dosen Rini Yulius kuliah PENGGANTI akan diberikan hari Senin 11/10 jam 8.00 R. A.111,twitter.com/i/web/status/1047738612412903424,ECAU,Analitik Bisnis,Rini Yulius,Senin 11/10,8.00,A.111
2379,2018-10-04 06:41:13,ECAU Pengantar Akuntansi dosen Amir Abadi Jusuf kuliah hari Kamis 18/9 DITIADAKAN diganti hari Sabtu 6/10 jam 09.00 R. Istama,twitter.com/i/web/status/1047738390802616321,ECAU,Pengantar Akuntansi,Amir Abadi Jusuf,Kamis 18/9 DITIADAKAN diganti,,
2380,2018-10-04 06:39:24,ECAU Perpajakan 2 dosen Tb. Chairul Amachi kuliah PENGGANTI akan diberikan hari Selasa 9/10 jam 14.00 R. A.102,twitter.com/i/web/status/1047737935368351744,ECAU,Perpajakan 2,Tb. Chairul Amachi,Selasa 9/10,14.00,A.102
2381,2018-10-04 04:34:03,ECEU Mikroekonomi  dosen Widyono Soetjipto kuliah hari Kamis 4/10 DITIADAKAN,twitter.com/i/web/status/1047706390272258048,ECEU,Mikroekonomi,Widyono Soetjipto,Kamis 4/10 DITIADAKAN,,
2382,2018-10-04 04:25:38,ECAU Pengantar Akuntansi dosen Amir Abadi Jusuf kuliah hari hari Kamis 18/10 DITIADAKAN diganti Sabtu 6/10 jam 09.00 R. Istama,twitter.com/i/web/status/1047704273885097984,ECAU,Pengantar Akuntansi,Amir Abadi Jusuf,,,
2383,2018-10-04 04:12:35,ECAU Investasi Pasar Modal dosen Budi Frensidy kuliah PENGGANTI akan diberikan hari Kamis 4/10 jam 16.30 R. A.103,twitter.com/i/web/status/1047700987983495173,ECAU,Investasi Pasar Modal,Budi Frensidy,Kamis 4/10,16.30,A.103
2385,2018-10-04 03:03:39,ECMU Metode Riset Bisnis dosen Viverita kuliah hari Kamis 4/10 DITIADAKAN,twitter.com/i/web/status/1047683641218715648,ECMU,Metode Riset Bisnis,Viverita,Kamis 4/10 DITIADAKAN,,
2386,2018-10-04 03:02:36,ECAU Perpajakan 2 dosen Dian Nastiti / Panggah W kuliah hari Kamis 4/10 DITIADAKAN,twitter.com/i/web/status/1047683374997893120,ECAU,Perpajakan 2,Dian Nastiti / Panggah W,Kamis 4/10 DITIADAKAN,,
2387,2018-10-04 02:27:17,ECEA Perpajakan 2 dosen Dian Nastiti / Panggah W. Kuliah Hari Kamis 4/10 DITIADAKAN,twitter.com/i/web/status/1047674490036006912,ECEA,Perpajakan 2,Dian Nastiti / Panggah W.,Kamis 4/10 DITIADAKAN,,
2388,2018-10-03 08:38:56,ECEU Ekonomi Moneter dosen Eugenia Mardanugraha kuliah PENGGANTI akan diberikan hari Senin 8/10 jam 11.00 R. A.101,twitter.com/i/web/status/1047405629957001216,ECEU,Ekonomi Moneter,Eugenia Mardanugraha,Senin 8/10,11.00,A.101
2390,2018-10-03 07:12:41,ECFE Kombis TPI dosen Sonya Octaviana kuliah PENGGANTI akan diberikan hari Jumat 5/10 jam 8.30 R. A.211,twitter.com/i/web/status/1047383922055634944,ECFE,Kombis TPI,Sonya Octaviana,Jumat 5/10,8.30,A.211
2392,2018-10-03 06:45:26,ECEU Statistika Ekonomi dan Bisnis dosen Dewi Ratna Sjari kuliah PENGGANTI akan diberikan hari Jumat 5/10 jam 08.00 R. A.109,twitter.com/i/web/status/1047377064460832768,ECEU,Statistika Ekonomi dan Bisnis,Dewi Ratna Sjari,Jumat 5/10,08.00,A.109
2393,2018-10-03 06:42:08,ECIE Ekonomi Zakat dan Wakaf dosen Rahmatina A. kuliah pengganti akan diberikan hari Rabu 3/10 jam 15.30 R. B.104,twitter.com/i/web/status/1047376233695043585,ECIE,Ekonomi Zakat dan Wakaf,Rahmatina A.,Rabu 3/10,15.30,B.104
2395,2018-10-03 06:36:24,ECFE Koperasi dosen Teguh Iman Maulana kuliah PENGGANTI akan diberikan hari Rabu 3/10 jam 17.00 R. A.113,twitter.com/i/web/status/1047374792330903552,ECFE,Koperasi,Teguh Iman Maulana,Rabu 3/10,17.00,A.113
2396,2018-10-03 06:06:27,ECEU Perpajakan 2 dosen Dian Nastiti / Panggah W kuliah PENGGANTI akan diberikan hari Kamis 4/10 jam 11.00 R. A.106,twitter.com/i/web/status/1047367253480460300,ECEU,Perpajakan 2,Dian Nastiti / Panggah W,Kamis 4/10,11.00,A.106
2397,2018-10-03 03:50:24,ECMU Analisa Laporan Keuangan dosen Zalmi Zubir / Dewi H. kuliah PENGGANTI akan diberikan hari Rabu 3/10 jam 16.30 R. A.101,twitter.com/i/web/status/1047333017637666816,ECMU,Analisa Laporan Keuangan,Zalmi Zubir / Dewi H.,Rabu 3/10,16.30,A.101
2398,2018-10-03 02:17:43,ECEU Matematika Ekonomi Bisnis dosen Nanda Nurizgki kuliah hari Rabu 3/10 DITIADAKAN diganti hari Sabtu6/10 jam 08.00 R. A.105,twitter.com/i/web/status/1047309692785979397,ECEU,Matematika Ekonomi Bisnis,Nanda Nurizgki,Rabu 3/10 DITIADAKAN diganti,,
2399,2018-10-03 02:04:08,ECIE Manajemen rg Filantrofi Islam dosen Ruri Eka Fauziah kuliah PENGGANTI akan diberikan hari Jumat 5/10 jam 09.00 R. B.101,twitter.com/i/web/status/1047306273870376961,ECIE,Manajemen rg Filantrofi Islam,Ruri Eka Fauziah,Jumat 5/10,09.00,B.101
2400,2018-10-02 08:27:39,ECFE Analitik Bisnis dosen Teguh Iman Maulana kuliah PENGGANTI akan diberikan hari Kamis 4/10 jam 16.30 R. A.104,twitter.com/i/web/status/1047040399846592512,ECFE,Analitik Bisnis,Teguh Iman Maulana,Kamis 4/10,16.30,A.104
2401,2018-10-02 08:26:51,ECEU Ekonomi Industri amp Regulasi dosen Andi Fahmi Lubis kuliah PENGGANTI akan diberikan hari Kamis 4/10 jam 14.00 R. A.104,twitter.com/i/web/status/1047040200684314625,ECEU,Ekonomi Industri  Regulasi,Andi Fahmi Lubis,Kamis 4/10,14.00,A.104
2402,2018-10-02 07:23:40,ECFE Peng. Kombis TPI dosen Agung Nugroho kuliah selasa 2/10 DITIADAKAN diganti hari Kamis 4/10 jam 16.30 R. A.113,twitter.com/i/web/status/1047024300182687744,ECFE,Peng. Kombis TPI,Agung Nugroho,Kamis 4/10,16.30,A.113
2403,2018-10-02 07:22:01,ECEU Matematika Ekonomi dan Bisnis J dosen Djoni Hartono kuliah PENGGANTI akan diberikan hari Kamis 4/10 jam 11.00 R. 301,twitter.com/i/web/status/1047023886397841408,ECEU,Matematika Ekonomi dan Bisnis J,Djoni Hartono,Kamis 4/10,11.00,301
2404,2018-10-02 07:20:52,ECEU Mikroekonomi 1 dosen Tezza Napitupulu kuliah hari Kamis 11/10 DITIADAKAN diganti hari Jumat 5/10 jam 17.00 R. A.112,twitter.com/i/web/status/1047023597183750145,ECEU,Mikroekonomi 1,Tezza Napitupulu,Kamis 11/10 DITIADAKAN diganti,,
2406,2018-10-02 07:15:23,ECAU Audit Keuangan Negara dosen Jarot Sembodo/Irmansyah kuliah PENGGANTI akan diberikan hari Jumat 5/10 jam 08.00 R. A.104,twitter.com/i/web/status/1047022215475138562,ECAU,Audit Keuangan Negara,Jarot Sembodo/Irmansyah,Jumat 5/10,08.00,A.104
