,Tweet Created At,Tweet Text,Tweet Link,code_clasif,class,lecture_name,date,hour,classroom
829,2019-05-08 02:36:56,ECEU Pengantar Ekonomi 2 dosen Dwini Handayani kuliah pengganti akan diberikan hari Rabu 15/5 jam 16.30 R. A.102,twitter.com/i/web/status/1125952696068890626,ECEU,Pengantar Ekonomi 2,Dwini Handayani,Rabu 15/5,16.30,A.102
830,2019-05-08 02:35:52,ECAU akuntansi Keuangan 2 dosen Agustin Setyaningrum kuliah pengganti akan diberikan hari Rabu 15/5 jam 16.00 R. A.101,twitter.com/i/web/status/1125952428803674112,ECAU,akuntansi Keuangan 2,Agustin Setyaningrum,Rabu 15/5,16.00,A.101
831,2019-05-08 02:32:58,ECFE MPK Bhasa Inggris G kuliah pengganti akan diberikan hari Jumat 10/5 jam 16.30 R. B.102,twitter.com/i/web/status/1125951696805351424,ECFE,MPK Bhasa Inggris G,,Jumat 10/5,16.30,B.102
833,2019-05-08 02:30:17,ECMU PHL dosen Gita Gayatri kuliah pengganti akan diberikan hari Kamis 9/5 jam 14.00 R. B.104,twitter.com/i/web/status/1125951021207810048,ECMU,PHL,Gita Gayatri,Kamis 9/5,14.00,B.104
834,2019-05-07 08:04:23,ECIE ESDAL dosen Tezza N Kuliah Pengganti akan diberikan hari Rabu8/5 jam 08.00 ruang A.106,twitter.com/i/web/status/1125672713333272577,ECIE,ESDAL,Tezza N,Rabu8/5,08.00,A.106
835,2019-05-07 07:33:51,ECMU PSSO dosen Ratih Dyah K. kuliah pengganti akan diberikan hari Kamis 9/5 jam 14.00 R. A.209,twitter.com/i/web/status/1125665028307243013,ECMU,PSSO,Ratih Dyah K.,Kamis 9/5,14.00,A.209
836,2019-05-07 06:59:47,ECIE Ekonomi Keuangan Islam Lanjutan dosen Risna / FEnny R. kuliah pengganti akan diberikan hari Senin 13/5 jam 11.00 R. B.107,twitter.com/i/web/status/1125656454294167552,ECIE,Ekonomi Keuangan Islam Lanjutan,Risna / FEnny R.,Senin 13/5,11.00,B.107
837,2019-05-07 06:47:43,ECMU Analisis Sekuritas dosen Viverita kuliah pengganti akan diberikan hari Sabtu 11/5 jam 08.00 R. A.102,twitter.com/i/web/status/1125653420164018176,ECMU,Analisis Sekuritas,Viverita,Sabtu 11/5,08.00,A.102
838,2019-05-07 06:39:44,ECMU Pengambilan Keputusan Manajerial dosen Niken Iwani kuliah pengganti akan diberikan hari Kamis 9/5 jam 14.00 R. R. A.113,twitter.com/i/web/status/1125651409494392832,ECMU,Pengambilan Keputusan Manajerial,Niken Iwani,Kamis 9/5,14.00,A.113
840,2019-05-07 06:35:12,ECAU Akuntansi Manajemen dosen Dwi Hartanti kuliah pengganti akan diberikan hari Rabu 8/5 jam 11.00 R. A.203,twitter.com/i/web/status/1125650270057197568,ECAU,Akuntansi Manajemen,Dwi Hartanti,Rabu 8/5,11.00,A.203
844,2019-05-07 04:15:35,ECMU Kewirausahaan dosen Rambat Lupioadi / Dewi Meisari kuliah pengganti akan diberikan hari Rabu 8/5 jam 16.30 R. A.110,twitter.com/i/web/status/1125615132338376706,ECMU,Kewirausahaan,Rambat Lupioadi / Dewi Meisari,Rabu 8/5,16.30,A.110
845,2019-05-07 03:59:23,ECAU Akuntansi Keuangan 2 B0 dosen Aria Farah Mita kuliah pengganti akan diberikan hari Selasa 7/5 jam 17.00 R. A.101,twitter.com/i/web/status/1125611058146627584,ECAU,Akuntansi Keuangan 2 B0,Aria Farah Mita,Selasa 7/5,17.00,A.101
846,2019-05-07 03:16:00,UIFE APEB dosen M. Haffizh Kuliah Hari Selasa 7/5 DITIADAKAN,twitter.com/i/web/status/1125600140952096768,,APEB,M. Haffizh,Selasa 7/5 DITIADAKAN,,
849,2019-05-07 02:43:40,ECAU Akuntansi Biaya utk Manajemen dosen Catur Sasongko kuliah pengganti akan diberikan hari Senin 13/5 jam 11.00 R. A.110,twitter.com/i/web/status/1125592000676237312,ECAU,Akuntansi Biaya utk Manajemen,Catur Sasongko,Senin 13/5,11.00,A.110
850,2019-05-07 02:42:34,ECIE Mikroekonomi Islam dosen Sugiharso kuliah pengganti akan diberikan hari Senin 13/5 jam 11.00 2 sesi R. B.110,twitter.com/i/web/status/1125591723470495744,ECIE,Mikroekonomi Islam,Sugiharso,Senin 13/5,11.00 2 sesi,B.110
851,2019-05-07 02:21:41,ECIE SPPEI B dosen Banu Muhammad kuliah pengganti akan diberikan hari Sabtu 11/5 jam 08.00 R. A.105,twitter.com/i/web/status/1125586471467962368,ECIE,SPPEI B,Banu Muhammad,Sabtu 11/5,08.00,A.105
852,2019-05-07 02:20:40,ECMU Manajemen Operasi dosen Kresnohadi Ariyoto kuliah pengganti akan diberikan hari Kamis 9/5 jam 09.00 R. A.209,twitter.com/i/web/status/1125586215665692672,ECMU,Manajemen Operasi,Kresnohadi Ariyoto,Kamis 9/5,09.00,A.209
853,2019-05-07 02:13:57,ECMU Bisnis Ekonomi Indonesia A kuliah hari Rabu 8/5 DITIADAKAN diganti hari Sabtu 11/5 jam 09.00 kls A digabung dengan kls E bagi kls A. yg berhalangan hadir dpt mengikuti kls BEI hari Rabu 15/5,twitter.com/i/web/status/1125584524094496768,ECMU,Bisnis Ekonomi Indonesia A,,Rabu 8/5 DITIADAKAN diganti,,
854,2019-05-07 02:08:55,ECFE PKBTPA dosen Wasilah kuliah hari Rabu 8/5 DITIADAKAN diganti hari Sabtu 11/5 jam 08.00 2 sesi R. A.104,twitter.com/i/web/status/1125583257309892609,ECFE,PKBTPA,Wasilah,Rabu 8/5 DITIADAKAN diganti,,
855,2019-05-07 01:59:12,ECAU Audit Internala dosen Mahdan Ibrahim kuliah pengganti akan diberikan hari Sabtu 11/5 jam 14.00 R. A.101,twitter.com/i/web/status/1125580812693299201,ECAU,Audit Internala,Mahdan Ibrahim,Sabtu 11/5,14.00,A.101
856,2019-05-07 01:57:41,ECAU Akuntansi Manajemen dosen Thomas H.S kuliah pengganti akan diberikan hari Sabtu. 11/5 jam 08.00 R. A.109,twitter.com/i/web/status/1125580430772559872,ECAU,Akuntansi Manajemen,Thomas H.S,Sabtu. 11/5,08.00,A.109
858,2019-05-07 01:54:32,ECMU Analisis Sekuritas dosen Viverita kuliah pengganti akan diberikan hari Rabu 8/5 jam 16.30 R. A.113,twitter.com/i/web/status/1125579638271381504,ECMU,Analisis Sekuritas,Viverita,Rabu 8/5,16.30,A.113
859,2019-05-07 01:53:18,ECAU Akuntansi Org Nirlaba dosen Nanda Ayu / Sonya Octaviana kuliah pengganti akan diberikan hari Rabu 8/5 jam 16.30 R. A.103,twitter.com/i/web/status/1125579328253677568,ECAU,Akuntansi Org Nirlaba,Nanda Ayu / Sonya Octaviana,Rabu 8/5,16.30,A.103
861,2019-05-07 01:46:52,ECIE Sistem Ekonomi Islam kuliah pengganti akan diberikan hari Kamis 9/5 jam 08.00 R. B.103,twitter.com/i/web/status/1125577706085601281,ECIE,Sistem Ekonomi Islam,,Kamis 9/5,08.00,B.103
862,2019-05-07 01:45:49,ECEU Analisis Kebijakan Publik dosen Fauziah kuliah pengganti akan diberikan hari Kamis 9/5 jam 16.30 R. A.101,twitter.com/i/web/status/1125577444843331584,ECEU,Analisis Kebijakan Publik,Fauziah,Kamis 9/5,16.30,A.101
863,2019-05-07 01:45:02,ECMU Manajemen Persedian dosen Eri Susanto. kuliah pengganti akan diberikan hari Jumat 10/5 jam 08.00 R. A.207,twitter.com/i/web/status/1125577246851256320,ECMU,Manajemen Persedian,Eri Susanto.,Jumat 10/5,08.00,A.207
864,2019-05-07 01:43:30,ECMU Manajemen Keuangan G dosen Karina Wulandari kuliah pengganti akan diberikan hari Jumat 10/5 jam 14.00 R. A.106,twitter.com/i/web/status/1125576862531350529,ECMU,Manajemen Keuangan G,Karina Wulandari,Jumat 10/5,14.00,A.106
865,2019-05-07 01:19:38,ECEI Sistem Ekonomi Islam dosen Joosy P.Moeis Kuliah Pengganti akan diberikan Hari selasa14/5 Kam 16.30 Ruang B.111,twitter.com/i/web/status/1125570854316691457,ECEI,Sistem Ekonomi Islam,Joosy P.Moeis,selasa14/5 Kam 16.30,,B.111
867,2019-05-06 07:21:59,ECEU Ekonometrika CSPD dosen Dhaniel Ilyas kuliah pengganti akan diberikan hari Selasa7/5 jam 09.00 A.206,twitter.com/i/web/status/1125299655976185856,ECEU,Ekonometrika CSPD,Dhaniel Ilyas,Selasa7/5,09.00 A.206,
868,2019-05-06 07:20:27,ECMU Analisis Sekuritas dosen Viverita kuliah pengganti akan diberikan hari Selasa7/5 jam 16.30 A.103,twitter.com/i/web/status/1125299269936734208,ECMU,Analisis Sekuritas,Viverita,Selasa7/5,16.30 A.103,
869,2019-05-06 06:55:27,ECMU Desain Organisasi dosen Elok Savitri kuliah pengganti akan diberikan hari Selasa7/5 jam 14.00 B.104,twitter.com/i/web/status/1125292978514227205,ECMU,Desain Organisasi,Elok Savitri,Selasa7/5,14.00 B.104,
870,2019-05-06 04:11:21,ECAU Tata Kelola Perusahaan amp Manajemen Resiko dosen Vera Dianti Kuliah Akan diberikan Hari Selasa 7/5 jam 16.30 Ruang Istama Dept.Akuntansi,twitter.com/i/web/status/1125251682072268800,ECAU,Tata Kelola Perusahaan  Manajemen Resiko,Vera Dianti,Selasa 7/5,16.30,Istama Dept.Akuntansi
873,2019-05-06 03:25:39,ECMU Analisis Sekuritas dosen Shalahuddin Haikal Kuliah Hari Senin6/5 DITIADAKAN,twitter.com/i/web/status/1125240179432681472,ECMU,Analisis Sekuritas,Shalahuddin Haikal,Senin6/5 DITIADAKAN,,
874,2019-05-06 02:48:46,ECIE Ekonomi  Moneter dosen Eugenia Mardanugraha kuliah pengganti akan diberikan hari Senin 6/5 jam 11.00 Ruang A.206,twitter.com/i/web/status/1125230899816087552,ECIE,Ekonomi  Moneter,Eugenia Mardanugraha,Senin 6/5,11.00,A.206
875,2019-05-06 02:47:25,ECIE Mikroekonomi 1F dosen Syarifah Liza Munira kuliah pengganti akan diberikan hari Senin 6/5 jam 11.00 Ruang A.207,twitter.com/i/web/status/1125230557611184128,ECIE,Mikroekonomi 1F,Syarifah Liza Munira,Senin 6/5,11.00,A.207
876,2019-05-06 01:25:22,ECMU Pemasaran Jasa dosen Yessika A Kuliah Hari Senin6/5 DITIADAKAN,twitter.com/i/web/status/1125209911569207296,ECMU,Pemasaran Jasa,Yessika A,Senin6/5 DITIADAKAN,,
877,2019-05-06 00:56:24,ECIE Mikroekonomi 1 dosen Niniek L.Gyat kuliah pengganti akan diberikan hari Senin 6/5 jam 17.00 A.113,twitter.com/i/web/status/1125202621092884481,ECIE,Mikroekonomi 1,Niniek L.Gyat,Senin 6/5,17.00 A.113,
878,2019-05-06 00:55:15,ECEI Takaful A dosen Permata Wulandari kuliah pengganti akan diberikan hari Senin 6/5 jam 09.00 A.302,twitter.com/i/web/status/1125202332105330689,ECEI,Takaful A,Permata Wulandari,Senin 6/5,09.00 A.302,
880,2019-05-03 06:34:40,ECMU Bisnis Ekonomi Indonesia F dosen Fachrul Ismaeni kuliah pengganti akan diberikan hari Senin 6/5 jam 16.30 R. A.111,twitter.com/i/web/status/1124200585362755584,ECMU,Bisnis Ekonomi Indonesia F,Fachrul Ismaeni,Senin 6/5,16.30,A.111
881,2019-05-03 06:32:01,ECMU Manajemen Operasi F dosen Rizqiah Insanita kuliah pengganti akan diberikan hari Senin 6/5 jam 08.00 R. A.318,twitter.com/i/web/status/1124199918082543616,ECMU,Manajemen Operasi F,Rizqiah Insanita,Senin 6/5,08.00,A.318
882,2019-05-03 04:10:18,ECMU Manajemen Keuangan dosen Zuliani Dalimunthe kuliah pengganti akan diberikan hari Rabu 8/5 jam 08.00 2 sesi R. A.208,twitter.com/i/web/status/1124164251411566594,ECMU,Manajemen Keuangan,Zuliani Dalimunthe,Rabu 8/5,08.00 2 sesi,A.208
883,2019-05-03 04:07:55,ECMU Bisnis Ekonomi Indonesia G dosen Fachrul Ismaeni kuliah pengganti akan diberikan hari Rabu 8/5 jam 11.00 R. A.209,twitter.com/i/web/status/1124163654536974336,ECMU,Bisnis Ekonomi Indonesia G,Fachrul Ismaeni,Rabu 8/5,11.00,A.209
884,2019-05-03 04:06:38,ESDM amp Ketenagakerjaan dosen Padang Wicaksonokuliah pengganti akan diberikan hari Senin 6/5 jam 08.00 R. A.205,twitter.com/i/web/status/1124163328463368192,AAN,Ketenagakerjaan,Padang Wicaksono,Senin 6/5,08.00,A.205
885,2019-05-03 02:12:22,ECEU Mikroekonomi dosen Widyanti Soetjipto kuliah pengganti akan diberikan hari Senin 6/5 jam 10.30 R. A.212,twitter.com/i/web/status/1124134572831064066,ECEU,Mikroekonomi,Widyanti Soetjipto,Senin 6/5,10.30,A.212
886,2019-05-03 02:07:49,ECEU ESDM amp Ketenagakerjaan dosen Diahadi S. kuliah pengganti akan diberikan hari Jumat 3/5 jam 10.30 R. A.206,twitter.com/i/web/status/1124133430734639104,ECEU,ESDM  Ketenagakerjaan,Diahadi S.,Jumat 3/5,10.30,A.206
887,2019-05-03 01:32:01,ECAU Akuntansi Manajemen dosen Sihol Aritonang kuliah TAMBAHAN akan diberikan hari Sabtu 4/5 jam 08.00 R. A.103,twitter.com/i/web/status/1124124419478118400,ECAU,Akuntansi Manajemen,Sihol Aritonang,Sabtu 4/5,08.00,A.103
888,2019-05-02 08:44:23,ECIE Ekonomi Moneter Islam dosen ahmad Mikail kuliah pengganti akan diberikan hari Sabtu 4/5 jam 09.00 R. A.107,twitter.com/i/web/status/1123870839814926337,ECIE,Ekonomi Moneter Islam,ahmad Mikail,Sabtu 4/5,09.00,A.107
889,2019-05-02 07:58:34,ECMU Bisnis Ekonomi Indonesia dosen Fandis Ekyawan kuliah hari Kamis 2/5 DITIADAKAN diganti hari hari Senin 6/5 jam 16.30 R. A.105,twitter.com/i/web/status/1123859310533017601,ECMU,Bisnis Ekonomi Indonesia,Fandis Ekyawan,Kamis 2/5 DITIADAKAN diganti,,
890,2019-05-02 07:43:11,ECMU Manajemen Pertsediaan dosen Eri Susanto kuliah pengganti akan diberikan hari Jumat 3/5 jam 08.00 R. A.318,twitter.com/i/web/status/1123855438603333633,ECMU,Manajemen Pertsediaan,Eri Susanto,Jumat 3/5,08.00,A.318
891,2019-05-02 06:58:20,ECEU Pengnatar Ekonometrika dosen Prano S / Riyanto kuliah pengganti akan diberikan hari Senin 6/5 jam 14.00 R. A.203,twitter.com/i/web/status/1123844152754622465,ECEU,Pengnatar Ekonometrika,Prano S / Riyanto,Senin 6/5,14.00,A.203
892,2019-05-02 06:54:56,ECAU Akuntansi Manajmemen dosen Rafikah Yuniasih / Lindawati G. kuliah akan diberikan hari Jumat 3/5 jam 08.00 pindah R. A.105 dst,twitter.com/i/web/status/1123843298056126466,ECAU,Akuntansi Manajmemen,Rafikah Yuniasih / Lindawati G.,Jumat 3/5,08.00 pindah,A.105 dst
893,2019-05-02 06:53:36,ECAU Akuntansi Manajemen dosen Dyah Setyaningrum  kuliah akan diberikan hari Jumat 3/5 jam 08.00 pindah R. Istama EAK,twitter.com/i/web/status/1123842959567413250,ECAU,Akuntansi Manajemen,Dyah Setyaningrum,Jumat 3/5,08.00 pindah,Istama EAK
895,2019-05-02 06:39:04,ECIE Mikroekonomi Islam dosen Soleh Nurzaman kuliah pengganti akan diberikan hari Senin 6/5 jam 08.00 R. A.315,twitter.com/i/web/status/1123839303497469952,ECIE,Mikroekonomi Islam,Soleh Nurzaman,Senin 6/5,08.00,A.315
896,2019-05-02 06:35:42,ECMU Bisnis Ekonomi Indonesia dosen Fachrul Ismaeni kuliah pengganti akan diberikan hari Jumat 3/5 jam 16.30 R. A.113,twitter.com/i/web/status/1123838454415134721,ECMU,Bisnis Ekonomi Indonesia,Fachrul Ismaeni,Jumat 3/5,16.30,A.113
897,2019-05-02 05:48:30,ECFE PKBTPA dosen Wardhatul Adawiyah  kuliah pengganti akan diberikan hari Kamis2/5 jam 16.30 R. A.113,twitter.com/i/web/status/1123826575873646592,ECFE,PKBTPA,Wardhatul Adawiyah,Kamis2/5,16.30,A.113
898,2019-05-02 05:29:25,ECEU Pengantar Ekonometrika dosen Nachrowi kuliah pengganti akan diberikan hari Senin 6/5 jam 11.00 R. A.107,twitter.com/i/web/status/1123821774473502724,ECEU,Pengantar Ekonometrika,Nachrowi,Senin 6/5,11.00,A.107
899,2019-05-02 05:28:32,ECFE PKBTPA dosen Wasilah kuliah pengganti akan diberikan hari Senin 6/5 jam 16.30 R. A.109,twitter.com/i/web/status/1123821553790140417,ECFE,PKBTPA,Wasilah,Senin 6/5,16.30,A.109
900,2019-05-02 05:27:41,ECEU Statistika Ekonomi dan Bisnis dosen Prani Sastiono kuliah pengganti akan diberikan hari Sabtu 4/5 jam 09.00 R. A.110,twitter.com/i/web/status/1123821338945368065,ECEU,Statistika Ekonomi dan Bisnis,Prani Sastiono,Sabtu 4/5,09.00,A.110
901,2019-05-02 05:26:43,ECEU Ekonomi Perd Internasional dosen Mari Pangestu kuliah pengganti akan diberikan hari Sabtu 4/5 jam 12.00 R. A.101,twitter.com/i/web/status/1123821095436599303,ECEU,Ekonomi Perd Internasional,Mari Pangestu,Sabtu 4/5,12.00,A.101
902,2019-05-02 05:25:39,ECMU Manajemen Distribusi dosen Adi Zakaria Afiif kuliah pengganti akan diberikan hari Jumat 3/5 jam 10.00 R. A.108,twitter.com/i/web/status/1123820828590784512,ECMU,Manajemen Distribusi,Adi Zakaria Afiif,Jumat 3/5,10.00,A.108
903,2019-05-02 05:24:32,ECMU Kewirausahaan dosen Nining Susilo kuliah pengganti akan diberikan hari Kamis2/5 jam 17.00 R. A.103,twitter.com/i/web/status/1123820547190792194,ECMU,Kewirausahaan,Nining Susilo,Kamis2/5,17.00,A.103
905,2019-04-30 08:50:50,ECMU Manajemen Operasi dosen Akhir Matua kuliah pengganti akan diberikan hari Kamis 2/5 jam 08.00 R. A.313,twitter.com/i/web/status/1123147689804230656,ECMU,Manajemen Operasi,Akhir Matua,Kamis 2/5,08.00,A.313
906,2019-04-30 07:19:34,ECMU MSDM  A dosen Putri Mega D. Kuliah Pengganti akan diberikan Hari Senin 6/5 Jam 14.00 Ruang A.108,twitter.com/i/web/status/1123124721267068929,ECMU,MSDM  A,Putri Mega D.,Senin 6/5,14.00,A.108
907,2019-04-30 07:06:38,ECEU Pengantar Ekonomi 2 dosen Thia Jasmina kuliah pengganti akan diberikan hari Rabu 8/5 jam 09.00 R. A.306,twitter.com/i/web/status/1123121465677664256,ECEU,Pengantar Ekonomi 2,Thia Jasmina,Rabu 8/5,09.00,A.306
909,2019-04-30 06:50:05,ECEU Esdal dosen Widyono Soetjipto kuliah pengganti akan diberikan hari Kamis 2/5 jam 17.00 R. A.101,twitter.com/i/web/status/1123117298636558336,ECEU,Esdal,Widyono Soetjipto,Kamis 2/5,17.00,A.101
910,2019-04-30 06:46:41,ECMU BEI  F dosen Shalahuddin Haikal Kuliah Pengganti akan diberikan Hari Senin6/5 Jam 08.00 Ruang A.203,twitter.com/i/web/status/1123116445129330688,ECMU,BEI  F,Shalahuddin Haikal,Senin6/5,08.00,A.203
913,2019-04-30 03:35:31,ECAU Peng. Akuntansi  dosen Ruddy Koesnadi Kuliah Pengganti akan diberikan Hari Rabu 8/5 Jam 16.00 Ruang. A.103,twitter.com/i/web/status/1123068336940576768,ECAU,Peng. Akuntansi,Ruddy Koesnadi,Rabu 8/5,16.00,. A.103
914,2019-04-30 03:32:55,ECEU PE 2 dosen Dwini Handayani Kuliah Pengganti akan diberikan Hari Rabu 8/5 Jam 08.00 Ruang A.111,twitter.com/i/web/status/1123067681953869824,ECEU,PE 2,Dwini Handayani,Rabu 8/5,08.00,A.111
915,2019-04-30 03:31:26,ECMU SMKO - A dosen Timothy E. Marnandus Kuliah Pengganti akan diberikan Hari Selasa 7/5 Jam 11.00 Ruang A.203,twitter.com/i/web/status/1123067307545096193,ECMU,SMKO   A,Timothy E. Marnandus,Selasa 7/5,11.00,A.203
916,2019-04-30 03:29:16,ECMU Perencanaan Media amp Periklanan dosen Ira Iriyanti / Sumiyarto Kuliah Pengganti akan diberikan Hari Selasa 7/5 Jam 11.00 Ruang A.102,twitter.com/i/web/status/1123066761958477830,ECMU,Perencanaan Media  Periklanan,Ira Iriyanti / Sumiyarto,Selasa 7/5,11.00,A.102
917,2019-04-30 03:27:23,ECEU Analisis Teknik Demografi dosen Omas B. Samosir Kuliah Pengganti akan diberikan Hari Selasa 7/5 Jam 08.00 Ruang A.106,twitter.com/i/web/status/1123066290904584192,ECEU,Analisis Teknik Demografi,Omas B. Samosir,Selasa 7/5,08.00,A.106
918,2019-04-30 03:25:14,ECMU Perilaku Konsumen - B dosen Elevita / Sri Daryanti Kuliah Pengganti akan diberikan Hari Senin 6/5 Jam 11.00 Ruang A.105,twitter.com/i/web/status/1123065749533339650,ECMU,Perilaku Konsumen   B,Elevita / Sri Daryanti,Senin 6/5,11.00,A.105
